num_test_files,angle_mae_deg,distance_mae_m,mae_x_m,mae_y_m,mse_x_m2,rmse_x_m,r2_x,mse_y_m2,rmse_y_m,r2_y,mse_2d_m2,rmse_2d_m,r2_2d,mean_2d_error_m,median_2d_error_m,max_2d_error_m,within_0_5m_percent,within_1m_percent,within_2m_percent
35,3.4285714285714284,0.45377738571428566,0.31997436633719467,0.4398708704451167,0.19381778175067724,0.4402474097035407,0.9278485710609005,0.42207296734970245,0.6496714303012735,0.5462988049191329,0.6158907491003798,0.7847870724600271,0.7370736879900166,0.5745708253022023,0.4920995000000001,2.012750953697036,54.285714285714285,88.57142857142857,94.28571428571428
