,-60.0,-45.0,-30.0,-15.0,0.0,15.0,30.0,45.0,60.0
-60.0,702,47,117,50,0,0,0,0,0
-45.0,175,536,65,139,0,0,0,0,0
-30.0,208,132,473,106,0,0,0,0,0
-15.0,130,101,78,620,0,0,0,0,0
0.0,0,0,0,0,696,16,14,6,18
15.0,0,0,0,0,21,588,77,103,140
30.0,0,0,0,0,1,109,476,136,197
45.0,0,0,0,0,0,145,57,534,179
60.0,0,0,0,0,21,52,115,51,677
