,-60.0,-45.0,-30.0,-15.0,0.0,15.0,30.0,45.0,60.0
-60.0,707,48,114,47,0,0,0,0,0
-45.0,185,524,64,142,0,0,0,0,0
-30.0,212,132,469,106,0,0,0,0,0
-15.0,133,109,81,606,0,0,0,0,0
0.0,0,0,0,0,693,18,13,7,19
15.0,0,0,0,0,21,579,76,107,146
30.0,0,0,0,0,1,106,476,132,204
45.0,0,0,0,0,0,146,61,527,181
60.0,0,0,0,0,25,50,119,50,672
