,-60.0,-45.0,-30.0,-15.0,0.0,15.0,30.0,45.0,60.0
-60.0,658,33,150,75,0,0,0,0,0
-45.0,213,504,52,146,0,0,0,0,0
-30.0,227,167,419,106,0,0,0,0,0
-15.0,133,116,78,602,0,0,0,0,0
0.0,0,0,0,0,680,4,29,14,23
15.0,0,0,0,0,29,563,73,125,139
30.0,0,0,0,0,1,105,406,171,236
45.0,0,0,0,0,1,142,51,511,210
60.0,0,0,0,0,47,67,147,35,620
